Seq.;Área;Nivel1;Nivel2;Nivel3;Nivel4;Nivel5;Nivel6;CDD;Descrição;;
1261;341;;;;;;;341.556151;Lesões premeditadas;;
1262;341;;;;;;;341.556152;Lesões com sevícias graves;;
1263;341;;;;;;;341.556153;Lesões para preparar, facilitar, executar ou ocultar um outro crime;;
1264;341;;;;;;;341.556154;Lesões corporais praticadas por conta de outrem;;
1265;341;;;;;;;341.556155;Lesões cometidas por meio de fatos perigosos para a coletividade;;
1266;341;;;;;;;341.556156;Lesões na pessoa de consangüíneos e de parentes;;
1267;341;;;;;;;341.556157;Lesões na pessoa do chefe do Estado, membros do parlamento, funcionários públicos em razão de suas funções;;
1268;341;;;;;;;341.556158;Efeitos e conseqüências das lesões corporais;;
1269;341;;;;;;;341.55616;Vitriolagem. Lesões por meios de substâncias corrosivas;;
1270;341;;;;;;;341.55617;Moléstias infecciosas transmitidas por manobras dolosas;;
1271;341;;;;;;;341.55618;Homicídio e lesões corporais involuntárias por culpa ou caso fortuito;;
1272;341;;;;;;;341.55619;Outros casos de homicídio e de lesões;;
1273;341;;;;;;;341.556191;Rixas;;
1274;341;;;;;;;341.556192;Canibalismo;;
1275;341;;;;;;;341.5562;Infrações contra crianças ou pessoas incapazes de zelar sobre si mesmas;;
1276;341;;;;;;;341.55621;Aborto criminoso. Feticídio;;
1277;341;;;;;;;341.55622;Infanticídio;;
1278;341;;;;;;;341.55623;Abandono, exposição de crianças;;
1279;341;;;;;;;341.55624;Abandono de outras pessoas incapazes de zelar sobre si mesmas;;
1280;341;;;;;;;341.55625;Abuso de meios de correção e disciplina. Mal trato no seio da família. Violência e atos de crueldade;;
1281;341;;;;;;;341.55626;Rapto. Rapto de menores de sete anos;;
1282;341;;;;;;;341.55627;Emprego abusivo de crianças. Trabalhos excessivos, insalubres, perigosos. Exibição de crianças nos teatros, feiras e circos;;
1283;341;;;;;;;341.5563;Infrações contra a honra;;
1284;341;;;;;;;341.55631;Difamação. Calúnia;;
1285;341;;;;;;;341.55632;Injúrias, ofensas, ultrajes;;
1286;341;;;;;;;341.55633;Escritos injuriosos. Libelos infamantes. Cartas anônimas;;
1287;341;;;;;;;341.55634;Ofensas e injúrias cometidas pelas partes e por seus defensores perante às autoridades judiciárias em curso do processo;;
1288;341;;;;;;;341.55638;Ofensas aos funcionários públicos. Lesa-majestade;;
1289;341;;;;;;;341.55639;Injúrias à memória dos mortos;;
1290;341;;;;;;;341.5564;Hipnotismo (Atentados à dignidade ou à saúde humana pela prática do hipnotismo);;
1291;341;;;;;;;341.557;Infrações contra a propriedade;;
1292;341;;;;;;;341.5571;Roubo e suas diversas formas;;
1293;341;;;;;;;341.55711;Roubo. Subtração fraudulenta;;
1294;341;;;;;;;341.557111;Roubo no campo;;
1295;341;;;;;;;341.557112;Roubo de animais;;
1296;341;;;;;;;341.557113;Roubo doméstico (entre parentes);;
1297;341;;;;;;;341.557114;Furto de objetos de viajantes nos veículos, estações e portos;;
1298;341;;;;;;;341.557115;Furto com arrombamento, escaladas, chaves falsas. Furtos cometidos à noite;;
1299;341;;;;;;;341.557116;Roubo em tempo de calamidade pública ou roubo de objeto destinado à defesa pública ou ao serviço público;;
1300;341;;;;;;;341.557117;Roubos em cemitério e em lugares destinados ao culto;;
1301;341;;;;;;;341.557118;Roubo cometido por pessoas mascaradas ou disfarçadas;;
1302;341;;;;;;;341.55712;Banditismo, pirataria, pilhagem;;
1303;341;;;;;;;341.55713;Extorsão. Chantagem;;
1304;341;;;;;;;341.5572;Fraude. Estelionato;;
1305;341;;;;;;;341.55721;Abuso de confiança;;
1306;341;;;;;;;341.55722;Apropriação indébita;;
1307;341;;;;;;;341.55723;Fraude para com menores, interditos e incapazes;;
1308;341;;;;;;;341.55724;Abuso de assinatura em branco;;
1309;341;;;;;;;341.55725;Apropriação de coisa perdida e de tesouro;;
1310;341;;;;;;;341.55726;Dissipação fraudulenta;;
1311;341;;;;;;;341.55729;Exploração da credulidade pública. Prognosticadores, adivinhos;;
1312;341;;;;;;;341.5573;Receptação;;
1313;341;;;;;;;341.5574;Usurpação de propriedade. Turbação de posse cometida por violência;;
1314;341;;;;;;;341.5575;Inundação, submersão, naufrágio;;
1315;341;;;;;;;341.5576;Incêndio. Explosão;;
1316;341;;;;;;;341.5577;Danos dolosos contra a propriedade. Devastação. Destruição. Deterioração;;
1317;341;;;;;;;341.55771;Delitos de caça. Caça proibida;;
1318;341;;;;;;;341.55772;Delitos de pesca;;
1319;341;;;;;;;341.55773;Delitos florestais;;
1320;341;;;;;;;341.55774;Delitos rurais em geral;;
1321;341;;;;;;;341.559;Outros ilícitos penais;;
1322;341;;;;;;;341.56;Contravenções;;
31;341;;;;;;;341.58;Direito Penitenciário. Direito de Execuções Penais;;
1323;341;;;;;;;341.58;Direito Penitenciário. Direito de Execuções Penais (Ciência penitenciária. Penologia. Ciência repressiva. Política criminal em geral. Execução das penas. Tratamento dos criminosos. Regimes, sistemas penitenciários);;
1324;341;;;;;;;341.581;Estabelecimentos penitenciários;;
1325;341;;;;;;;341.5811;Prisões em geral;;
1326;341;;;;;;;341.5812;Prisões celulares. Regime celular;;
1327;341;;;;;;;341.5813;Prisões de trabalhos forçados;;
1328;341;;;;;;;341.5814;Penitenciárias. Colônias penitenciárias;;
1329;341;;;;;;;341.5815;Reformatórios. Prisões-escolas. Estabelecimentos destinados a menores. Educação preventiva;;
1330;341;;;;;;;341.5816;Prisões-asilos. Manicômios judiciários;;
1331;341;;;;;;;341.5817;Prisões-asilos para mendigos;;
1332;341;;;;;;;341.5818;Prisões militares;;
1333;341;;;;;;;341.5819;Outros estabelecimentos penitenciários;;
1334;341;;;;;;;341.58192;Instituições penitenciárias para mulheres e para meninas;;
1335;341;;;;;;;341.58193;Prisões de passagem, provisórias;;
1336;341;;;;;;;341.582;Sistemas penitenciários. Regime dos estabelecimentos penitenciários;;
1337;341;;;;;;;341.5821;Medidas administrativas. Encarceramento. Registro. Transporte dos presos;;
1338;341;;;;;;;341.5822;Vida material dos presos. Alimentação. Dormida. Vestimenta. Regime dos presos políticos;;
1339;341;;;;;;;341.5823;Trabalho dos condenados. Pecúlio;;
1340;341;;;;;;;341.5824;Instrução, estudo, leitura. Aprendizado profissional;;
1341;341;;;;;;;341.5825;Educação religiosa, moral, social. Reeducação;;
1342;341;;;;;;;341.5826;Relações com o mundo exterior. Visitas. Correspondência. Saídas;;
1343;341;;;;;;;341.5827;Regulamento e disciplina internos. Obrigação do silêncio. Vigilância dos presos. Punições;;
1344;341;;;;;;;341.5828;Higiene dos presos. Educação e exercícios físicos;;
1345;341;;;;;;;341.583;Pessoal dos estabelecimentos penitenciários;;
1346;341;;;;;;;341.5831;Diretor;;
1347;341;;;;;;;341.5832;Guardas. Auxiliares;;
1348;341;;;;;;;341.5833;Capelão;;
1349;341;;;;;;;341.5834;Instrutores e professores;;
1350;341;;;;;;;341.5835;Médicos;;
1351;341;;;;;;;341.5836;Carrascos;;
1352;341;;;;;;;341.584;Ciência penal punitiva. Sistemas penitenciários;;
1353;341;;;;;;;341.5841;Sistemas de isolamento completo ou mitigado;;
1354;341;;;;;;;341.5842;Sistema progressivo ou misto;;
1355;341;;;;;;;341.5843;Sistema da readaptação, da liberdade ou semiliberdade. Prisões abertas;;
1356;341;;;;;;;341.5844;Prestação de serviços à comunidade;;
1357;341;;;;;;;341.585;Ciência penal preventiva (Profilaxia criminal, meios de prevenir a criminalidade em geral. Preservação social contra o crime);;
1358;341;;;;;;;341.59;Criminologia e antropologia, sociologia e tecnologia criminais;;
1359;341;;;;;;;341.5901;Teorias gerais sobre o crime e a criminalidade;;
1360;341;;;;;;;341.59018;Métodos da criminologia;;
1361;341;;;;;;;341.591;Delinqüentes ou criminosos e suas espécies;;
1362;341;;;;;;;341.5911;Delinqüentes habituais. Reincidentes. Incorrigíveis. Profissionais do crime;;
1363;341;;;;;;;341.5912;Delinqüentes passionais instintivos. Delinqüentes ocasionais;;
1364;341;;;;;;;341.5913;Delinqüentes alienados. Irresponsáveis perigosos;;
1365;341;;;;;;;341.5914;Mulheres delinqüentes (Alcoólatras, alienadas, prostitutas etc.);;
1366;341;;;;;;;341.5915;Menores delinqüentes. Infância criminosa. Criminalidade juvenil;;
1367;341;;;;;;;341.5916;Delinqüentes militares;;
1368;341;;;;;;;341.5917;Delinqüentes políticos. Anarquistas. Terroristas;;
1369;341;;;;;;;341.5918;Outras classes de delinqüentes e categorias de criminosos;;
1370;341;;;;;;;341.59181;Delinqüentes considerados sob o ponto de vista da profissão que exercem. Influência da profissão sobre o crime;;
1371;341;;;;;;;341.59182;Delinqüentes considerados sobre o ponto de vista de sua especialidade criminal;;
1372;341;;;;;;;341.5919;Monografias de delinqüentes. Causas e processos criminais célebres;;
1373;341;;;;;;;341.592;Física criminal (Influência do meio físico sobre a criminalidade);;
1374;341;;;;;;;341.593;Anatomia dos delinqüentes;;
1375;341;;;;;;;341.5931;Tipo criminoso. Criminoso nato;;
1376;341;;;;;;;341.5932;Antropometria criminal;;
1377;341;;;;;;;341.5933;Aspecto físico. Fisionomia;;
1378;341;;;;;;;341.5939;Tatuagem;;
1379;341;;;;;;;341.594;Fisiologia e biologia dos delinqüentes;;
1380;341;;;;;;;341.5941;Hereditariedade. Atavismo e criminalidade;;
1381;341;;;;;;;341.5942;Degenerescência e criminalidade;;
1382;341;;;;;;;341.595;Psicologia dos delinqüentes (órgãos dos sentidos, sensibilidade, memória, inteligência, vontade, paixões, temperamento e caráter);;
1383;341;;;;;;;341.596;Patologia dos delinqüentes;;
1384;341;;;;;;;341.5969;Loucura e criminalidade;;
1385;341;;;;;;;341.59695;Responsabilidade, livre arbítrio e imputabilidade sob o ponto de vista teórico e da antropologia criminal;;
1386;341;;;;;;;341.597;Sociologia criminal (Estudo da criminalidade como fenômeno social. Criminalidade comparada. Causas, influências, fatores sociais do crime. Meio social);;
1387;341;;;;;;;341.5971;Causas morais e psicológicas do crime;;
1388;341;;;;;;;341.5972;Causas religiosas;;
1389;341;;;;;;;341.5973;Causas econômicas. Miséria e criminalidade;;
1390;341;;;;;;;341.5974;Crimes das multidões;;
1391;341;;;;;;;341.5975;Etnografia criminal;;
1392;341;;;;;;;341.598;Criminalística. Datiloscopia;;
1393;341;;;;;;;341.599;Arqueologia criminal;;
32;341;;;;;;;341.6;DIREITO PREVIDENCIÁRIO. SEGURIDADE SOCIAL;;
1394;341;;;;;;;341.6;DIREITO PREVIDENCIÁRIO. SEGURIDADE SOCIAL;;
1395;341;;;;;;;341.601;Conceito. Teoria;;
1396;341;;;;;;;341.6011;Fontes;;
1397;341;;;;;;;341.6012;Interpretação;;
1398;341;;;;;;;341.609;(Divisão geográfica, como 930-999);;
1399;341;;;;;;;341.61;Seguridade Social;;
1400;341;;;;;;;341.611;Organização da Seguridade Social;;
1401;341;;;;;;;341.6111;Sistema Nacional de Seguridade Social;;
1402;341;;;;;;;341.6112;Órgãos Colegiados;;
1403;341;;;;;;;341.61121;Conselho Nacional de Previdência Social;;
1404;341;;;;;;;341.61122;Conselho de Recursos da Previdência Social;;
1405;341;;;;;;;341.611221;Composição;;
1406;341;;;;;;;341.611222;Recursos;;
1407;341;;;;;;;341.611223;Divulgação dos Atos e Decisões da Previdência Social;;
1408;341;;;;;;;341.611224;Convênios. Contratos. Acordos;;
1409;341;;;;;;;341.61123;Juntas de Recurso da Previdência Social;;
1410;341;;;;;;;341.612;Custeio da Seguridade Social;;
1411;341;;;;;;;341.6121;Financiamento da Seguridade Social;;
1412;341;;;;;;;341.61211;Contribuição Facultativa;;
1413;341;;;;;;;341.61212;Contribuição do Produtor Rural;;
1414;341;;;;;;;341.61213;Contribuição da União;;
1415;341;;;;;;;341.61214;Contribuição do Segurado Especial;;
1416;341;;;;;;;341.61215;Contribuição do Segurado;;
1417;341;;;;;;;341.612151;Empregado;;
1418;341;;;;;;;341.612152;Empregado Doméstico;;
1419;341;;;;;;;341.612153;Trabalhador avulso;;
1420;341;;;;;;;341.612154;Contribuição Individual;;
1421;341;;;;;;;341.612155;Contribuição sobre a Receita de Concursos, Prognósticos e Sweepstake;;
1422;341;;;;;;;341.612156;Salário de Contribuição;;
1423;341;;;;;;;341.612157;Contribuição do Empregador;;
1424;341;;;;;;;341.612158;Contribuição do Empregado Doméstico;;
1425;341;;;;;;;341.612159;Isenção de Contribuição;;
1426;341;;;;;;;341.62;Previdência Social;;
1427;341;;;;;;;341.621;Beneficiários;;
1428;341;;;;;;;341.6214;Benefício assistencial de um salário mínimo. Renda mínima;;
1429;341;;;;;;;341.622;Segurados;;
1430;341;;;;;;;341.6221;Dependentes;;
1431;341;;;;;;;341.6222;Manutenção e Perda da Qualidade de Segurado;;
1432;341;;;;;;;341.623;Regime Geral da Previdência;;
1433;341;;;;;;;341.6231;Plano de Benefícios da Previdência Social;;
1434;341;;;;;;;341.6232;Prestações em Espécie;;
1435;341;;;;;;;341.6233;Prestações em Geral;;
1436;341;;;;;;;341.6234;Inscrições do segurado e dependente;;
1437;341;;;;;;;341.6235;Benefícios;;
1438;341;;;;;;;341.62351;Carência;;
1439;341;;;;;;;341.62352;Aposentadorias e Pensões;;
1440;341;;;;;;;341.623521;Aposentadoria Especial;;
1441;341;;;;;;;341.623522;Aposentadoria por Idade;;
1442;341;;;;;;;341.623523;Aposentadoria por velhice;;
1443;341;;;;;;;341.623524;Aposentadoria por tempo de serviço;;
1444;341;;;;;;;341.623525;Aposentadoria por tempo de Contribuição;;
1445;341;;;;;;;341.623526;Aposentadoria por Invalidez;;
1446;341;;;;;;;341.623527;Pensão por morte;;
1447;341;;;;;;;341.62353;Auxílios;;
1448;341;;;;;;;341.623531;Auxílio Acidente. Auxílio Acidente de trabalho;;
1449;341;;;;;;;341.623532;Auxílio Doença;;
1450;341;;;;;;;341.623533;Auxílio Maternidade;;
1451;341;;;;;;;341.623534;Auxílio Reclusão;;
1452;341;;;;;;;341.623535;Auxílio funeral;;
1453;341;;;;;;;341.623536;Salário-família;;
1454;341;;;;;;;341.623537;Abono Anual - equivalente ao 13º salário;;
1455;341;;;;;;;341.623538;Habilitação e Reabilitação Profissional;;
1456;341;;;;;;;341.623539;Pecúlio;;
1457;341;;;;;;;341.6236;Reconhecimento da Filiação;;
1458;341;;;;;;;341.62361;Reconhecimento do Tempo de Filiação;;
1459;341;;;;;;;341.62362;Indenização;;
1460;341;;;;;;;341.62363;Retroação da data do início da contribuição;;
1461;341;;;;;;;341.62364;Contagem recíproca de tempo de contribuição;;
1462;341;;;;;;;341.62365;Justificação administrativa;;
1463;341;;;;;;;341.624;Instituições de Previdência;;
1464;341;;;;;;;341.6241;Instituto Nacional de Previdência Social (INPS);;
1465;341;;;;;;;341.6242;Instituto Nacional do Seguro Social (INSS);;
1466;341;;;;;;;341.6243;Outras instituições de previdência social;;
1467;341;;;;;;;341.625;Previdência Privada. Previdência Fechada;;
1468;341;;;;;;;341.6251;Fundos de pensão;;
1469;341;;;;;;;341.6252;Previdência Aberta. Seguros e mercados de capitais. Superintendência de Seguros Privados (SUSEP);;
1470;341;;;;;;;341.63;Assistência Social;;
1471;341;;;;;;;341.631;Formas de Assistência;;
1472;341;;;;;;;341.6311;Assistência Alimentar;;
1473;341;;;;;;;341.6312;Assistência Financeira. Empréstimos;;
1474;341;;;;;;;341.6313;Assistência Habitacional;;
1475;341;;;;;;;341.63131;Banco Nacional da Habitação (BNH);;
1476;341;;;;;;;341.64;Saúde;;
1477;341;;;;;;;341.641;Assistência Médica;;
1478;341;;;;;;;341.6411;Sistema Único de Saúde (SUS);;
1479;341;;;;;;;341.6412;Fornecimento de medicamentos;;
33;341;;;;;;;341.7;DIREITO MILITAR;;
1480;341;;;;;;;341.7;DIREITO MILITAR;;
1481;341;;;;;;;341.71;Estatuto Militar;;
1482;341;;;;;;;341.711;Hierarquia militar. Postos militares, graduação;;
1483;341;;;;;;;341.712;Comando militar e subordinação;;
1484;341;;;;;;;341.713;Deveres militares;;
1485;341;;;;;;;341.72;Direitos e prerrogativas militares;;
1486;341;;;;;;;341.721;Remuneração;;
1487;341;;;;;;;341.722;Promoções;;
1488;341;;;;;;;341.723;Férias;;
1489;341;;;;;;;341.724;Licenças;;
1490;341;;;;;;;341.725;Pensões militares;;
1491;341;;;;;;;341.726;Uso de uniformes das Forças Armadas;;
1492;341;;;;;;;341.727;Reforma;;
1493;341;;;;;;;341.728;Transferência para reserva remunerada;;
1494;341;;;;;;;341.729;Falecimento de militar;;
1495;341;;;;;;;341.73;Contravenções e transgressões militares;;
1496;341;;;;;;;341.731;Deserção;;
1497;341;;;;;;;341.732;Penas disciplinares;;
1498;341;;;;;;;341.741;Casamento de militar;;
1499;341;;;;;;;341.745;Tempo de serviço;;
1500;341;;;;;;;341.746;Recompensas;;
1501;341;;;;;;;341.7461;Condecorações;;
1502;341;;;;;;;341.747;Dispensas de serviço;;
1503;341;;;;;;;341.748;Assistência religiosa. Capelães militares;;
34;341;;;;;;;341.75;Direito penal militar;;
1504;341;;;;;;;341.75;Direito penal militar;;
1505;341;;;;;;;341.751;Pessoas sujeitas ao Direito penal militar;;
1506;341;;;;;;;341.752;Imputabilidade;;
1507;341;;;;;;;341.753;Penas;;
1508;341;;;;;;;341.7531;Penas principais;;
1509;341;;;;;;;341.75311;Pena de morte;;
1510;341;;;;;;;341.75312;Reclusão;;
1511;341;;;;;;;341.75313;Detenção;;
1512;341;;;;;;;341.75314;Prisão;;
1513;341;;;;;;;341.75315;Impedimento;;
1514;341;;;;;;;341.75316;Suspensão;;
1515;341;;;;;;;341.75317;Reforma;;
1516;341;;;;;;;341.7532;Penas acessórias;;
1517;341;;;;;;;341.7533;Aplicação da pena;;
1518;341;;;;;;;341.7534;Suspensão condicional da pena;;
1519;341;;;;;;;341.7535;Livramento condicional;;
1520;341;;;;;;;341.7536;Extinção da punibilidade;;
1521;341;;;;;;;341.754;Medidas de segurança;;
1522;341;;;;;;;341.755;Crimes militares;;
1523;341;;;;;;;341.7551;Crimes contra a segurança externa;;
1524;341;;;;;;;341.7552;Crimes contra a disciplina militar;;
1525;341;;;;;;;341.75521;Motim. Revolta. Aliciação;;
1526;341;;;;;;;341.75522;Violência contra superior ou militar de serviço;;
1527;341;;;;;;;341.75523;Insubordinação;;
1528;341;;;;;;;341.75524;Resistência. Fuga;;
1529;341;;;;;;;341.7553;Crimes contra o serviço militar;;
1530;341;;;;;;;341.75531;Insubmissão;;
1531;341;;;;;;;341.75532;Deserção;;
1532;341;;;;;;;341.75533;Abandono de posto;;
1533;341;;;;;;;341.75534;Exercício de comércio;;
1534;341;;;;;;;341.7554;Crimes contra a pessoa;;
1535;341;;;;;;;341.75541;Homicídio;;
1536;341;;;;;;;341.75542;Genocídio;;
1537;341;;;;;;;341.75543;Rixa. Lesão corporal. Periclitação da vida ou saúde;;
1538;341;;;;;;;341.75544;Crimes contra a honra;;
1539;341;;;;;;;341.75545;Crimes contra a liberdade;;
1540;341;;;;;;;341.75546;Crimes sexuais. Crimes de ultraje ou pudor público;;
1541;341;;;;;;;341.7555;Crimes contra o patrimônio;;
1542;341;;;;;;;341.7556;Crimes contra a incolumidade pública;;
1543;341;;;;;;;341.7557;Crimes contra a administração militar. Crimes contra a administração da Justiça militar;;
1544;341;;;;;;;341.7558;Crimes militares em tempo de guerra;;
1545;341;;;;;;;341.75581;Traição;;
1546;341;;;;;;;341.75582;Covardia;;
1547;341;;;;;;;341.75583;Espionagem;;
1548;341;;;;;;;341.75584;Outros crimes em tempo de guerra;;
1549;341;;;;;;;341.756;Regime penitenciário militar;;
1550;341;;;;;;;341.76;Processo penal militar;;
1551;341;;;;;;;341.761;Organização da Justiça militar;;
1552;341;;;;;;;341.7611;Cortes e Tribunais militares;;
1553;341;;;;;;;341.7612;Juizes militares;;
1554;341;;;;;;;341.76121;Pessoal auxiliar dos juizes;;
1555;341;;;;;;;341.7613;Polícia judiciária militar;;
1556;341;;;;;;;341.7614;Inquérito policial militar;;
1557;341;;;;;;;341.762;Foro militar;;
1558;341;;;;;;;341.7621;Competência;;
1559;341;;;;;;;341.7622;Conflitos de competência;;
1560;341;;;;;;;341.763;Processo ordinário;;
1561;341;;;;;;;341.764;Processos especiais;;
1562;341;;;;;;;341.765;Nulidades;;
1563;341;;;;;;;341.766;Recursos;;
1564;341;;;;;;;341.767;Execução da sentença;;
1565;341;;;;;;;341.7671;Penas principais;;
1566;341;;;;;;;341.7672;Penas acessórias;;
1567;341;;;;;;;341.7673;Suspensão condicional da pena. Livramento condicional;;
1568;341;;;;;;;341.7674;Indulto;;
1569;341;;;;;;;341.7675;Comutação da pena;;
1570;341;;;;;;;341.7676;Anistia;;
1571;341;;;;;;;341.7677;Reabilitação;;
1572;341;;;;;;;341.768;Medidas de segurança;;
1573;341;;;;;;;341.769;Justiça militar em tempo de guerra;;
35;341;;;;;;;341.8;DIREITO AÉREO. CÓDIGO DO AR;;
1574;341;;;;;;;341.8;DIREITO AÉREO. CÓDIGO DO AR (Ver também 342.2991 - Questões de direito privado relativas às aeronaves);;
1575;341;;;;;;;341.81;Espaço aéreo. Direito de sobrevoar;;
1576;341;;;;;;;341.82;Normas internacionais de direito aéreo. Convenções internacionais;;
1577;341;;;;;;;341.83;Aeroportos. Aeroportos internacionais. Normas de operação;;
1578;341;;;;;;;341.831;Pessoal de aeroportos;;
1579;341;;;;;;;341.832;Polícia aérea;;
1580;341;;;;;;;341.833;Polícia sanitária aérea;;
1581;341;;;;;;;341.8331;Desinsetização de aeronaves;;
1582;341;;;;;;;341.84;Administração da navegação aérea;;
1583;341;;;;;;;341.841;Regulamentação do trânsito aéreo. Tráfego aéreo;;
1584;341;;;;;;;341.842;Entrada e saída de pessoas;;
1585;341;;;;;;;341.843;Custódia e guarda de passageiros e tripulantes;;
1586;341;;;;;;;341.844;Disposições de segurança;;
1587;341;;;;;;;341.845;Aeronaves. Espécies de aeronaves;;
1588;341;;;;;;;341.8451;Aeronaves públicas;;
1589;341;;;;;;;341.84511;Aeronaves militares;;
1590;341;;;;;;;341.84512;Aeronaves do serviço público;;
1591;341;;;;;;;341.8452;Aeronaves privadas;;
1592;341;;;;;;;341.846;Tripulação aérea;;
1593;341;;;;;;;341.8461;Licenças e certificados de aptidão;;
1594;341;;;;;;;341.8462;Comandante de aeronave;;
1595;341;;;;;;;341.85;Transporte aéreo;;
1596;341;;;;;;;341.851;Documentos de transporte. Bilhete de passagem;;
1597;341;;;;;;;341.852;Nota de bagagem;;
1598;341;;;;;;;341.853;Conhecimento aéreo;;
1599;341;;;;;;;341.86;Responsabilidade do transporte aéreo;;
1600;341;;;;;;;341.861;Seguro aéreo;;
1601;341;;;;;;;341.862;Abalroamento aéreo;;
1602;341;;;;;;;341.863;Assistência e salvamento;;
1603;341;;;;;;;341.864;Infrações;;
1604;341;;;;;;;341.865;Penalidades;;
1605;341;;;;;;;341.8651;Multas;;
1606;341;;;;;;;341.8652;Interdição de aeronaves;;
1607;341;;;;;;;341.8653;Outras penalidades;;
36;341;;;;;;;341.87;Direito aéreo militar;;
1608;341;;;;;;;341.87;Direito aéreo militar;;
1609;341;;;;;;;341.871;Defesa antiaérea. Proteção antiaérea;;
37;341;;;;;;;341.88;Direito aplicado à telecomunicação;;
1610;341;;;;;;;341.88;Direito aplicado à telecomunicação;;
1611;341;;;;;;;341.881;Telecomunicação por satélites artificiais;;
38;341;;;;;;;341.89;Direito Espacial;;
1612;341;;;;;;;341.89;Direito Espacial;;
1613;341;;;;;;;341.891;Princípios reguladores das atividades dos Estados na exploração do espaço cósmico, lua e demais corpos celestes;;
40;342;;;;;;;342.1;DIREITO CIVIL;;
1615;342;;;;;;;342.1;DIREITO CIVIL;;
1616;342;;;;;;;342.101;Lei de introdução ao Código Civil;;
1617;342;;;;;;;342.11;Parte geral;;
1618;342;;;;;;;342.112;Direitos em geral;;
1619;342;;;;;;;342.1121;Diversas espécies de direitos;;
1620;342;;;;;;;342.1122;Elementos constitutivos dos direitos: sujeito, objeto, relação jurídica, sanção;;
1621;342;;;;;;;342.1123;Origem, fontes dos direitos;;
1622;342;;;;;;;342.1124;Movimentação dos direitos: exercício, aquisição, conservação, cessão, transferência, transmissão, perda, abuso;;
1623;342;;;;;;;342.1125;Extinção dos direitos;;
1624;342;;;;;;;342.1126;Efeitos gerais dos direitos;;
1625;342;;;;;;;342.1127;Direitos adquiridos;;
1626;342;;;;;;;342.1129;Regras de direito. Máximas, axiomas, brocardos, adágios, aforismos jurídicos;;
1627;342;;;;;;;342.113;Atos e fatos jurídicos em geral;;
1628;342;;;;;;;342.1131;Atos jurídicos e não jurídicos. Condições de existência dos atos jurídicos. Atos nulos e inexistentes. Nulidade, confirmação e rescisão dos atos em geral;;
1629;342;;;;;;;342.1133;Diversas espécies de atos jurídicos;;
1630;342;;;;;;;342.1135;Formas de atos jurídicos;;
1631;342;;;;;;;342.1136;Publicidade dos atos em geral. Publicações. Registro Transcrição legal;;
1632;342;;;;;;;342.1138;Condição. Condição suspensiva. Condição resolutória. Condição potestativa. Retroatividade das condições;;
1633;342;;;;;;;342.1139;Tempos dos atos jurídicos. Termo. Data certa;;
1634;342;;;;;;;342.1141;Falta, erro, negligência, caso fortuito, dolo, fraude, simulação, ignorância, violência;;
1635;342;;;;;;;342.1142;Prazo. Computação dos prazos;;
1636;342;;;;;;;342.1143;Prescrição em geral;;
1637;342;;;;;;;342.11433;Prescrição Extintiva: Decadência;;
1638;342;;;;;;;342.115;Pessoas naturais. Circunstâncias que influem sobre o estado e a capacidade jurídica;;
1639;342;;;;;;;342.1151;Condições físicas da pessoa natural sob o ponto de vista jurídico;;
1640;342;;;;;;;342.1152;Gozo e privação dos direitos civis em geral. Liberdade pessoal e civil;;
1641;342;;;;;;;342.1155;Estado e capacidade jurídica em geral;;
1642;342;;;;;;;342.1156;Sexo. Condição da mulher;;
1643;342;;;;;;;342.1157;Idade. Condição de menor;;
1644;342;;;;;;;342.1158;Puer conceptus. Nascituro;;
1645;342;;;;;;;342.1161;Doenças do corpo e do espírito em geral;;
1646;342;;;;;;;342.1162;Alienação mental. Regime dos alienados;;
1647;342;;;;;;;342.1163;Interdição judiciária em geral. Interditos;;
1648;342;;;;;;;342.1164;Prodigalidade. Pródigos;;
1649;342;;;;;;;342.1165;Cegos. Cegueira. Surdos-mudos. Surdo mudez;;
1650;342;;;;;;;342.1166;Parentesco e aliança. Consangüinidade;;
1651;342;;;;;;;342.1167;Religião e raça;;
1652;342;;;;;;;342.1168;Profissões. Militares, marinheiro, padres etc;;
1653;342;;;;;;;342.1169;Condenações judiciárias penais. Morte civil;;
1654;342;;;;;;;342.1171;Domicílio. Residência;;
1655;342;;;;;;;342.1172;Ausência. Desaparecidos. Expatriados;;
1656;342;;;;;;;342.1174;Privilégios, imunidades e prerrogativas;;
1657;342;;;;;;;342.118;Estado civil. Constatação do estado das pessoas;;
1658;342;;;;;;;342.1181;Organização e estabelecimento do estado civil;;
1659;342;;;;;;;342.1182;Oficiais do estado civil e pessoas encarregadas das constatações e da redação dos atos;;
1660;342;;;;;;;342.1183;Livros e registros do estado civil;;
1661;342;;;;;;;342.1184;Redação dos atos do estado civil em geral. Formalidades a observar;;
1662;342;;;;;;;342.1188;Questões particulares;;
1663;342;;;;;;;342.1189;Nomes, prenomes, sobrenomes e pseudônimos, nomes e títulos nobiliários;;
1664;342;;;;;;;342.119;Pessoas jurídicas, morais, civis. Personificação civil;;
1665;342;;;;;;;342.1191;Pessoas jurídicas em geral (Corporações, associações, fundações);;
1666;342;;;;;;;342.1192;Constituição. Formalidades;;
1667;342;;;;;;;342.1193;Poderes públicos considerados como pessoas jurídicas. União, Estados, Municípios. Estabelecimento de utilidade pública;;
1668;342;;;;;;;342.1195;Fundações;;
1669;342;;;;;;;342.11951;Caracteres e condições;;
