Seq.;Área;Nivel1;Nivel2;Nivel3;Nivel4;Nivel5;Nivel6;CDD;Descrição;;
2497;343;;;;;;;343.05;Complicações e codificações do Direito Canônico;;
2498;343;;;;;;;343.051;Coleções espúrias;;
2499;343;;;;;;;343.052;Constituições Apostólicas;;
2500;343;;;;;;;343.053;Compilação de Dionísio;;
2501;343;;;;;;;343.054;Compilação de Graciano;;
2502;343;;;;;;;343.055;Corpus Iuris Canonici;;
2503;343;;;;;;;343.056;Código de Direito Canônico (1918);;
2504;343;;;;;;;343.09;Fases do desenvolvimento;;
2505;343;;;;;;;343.091;Época primitiva até às coleções do monge Dionísio, o Exíguo (500);;
2506;343;;;;;;;343.092;De Dionísio, o Exíguo até o Decreto de Graciano (1150);;
2507;343;;;;;;;343.093;De Graciano até o Concílio de Trento (1545);;
2508;343;;;;;;;343.094;Do Concílio de Trento até o Código Canônico (1918);;
2509;343;;;;;;;343.095;Época atual;;
2510;343;;;;;;;343.1;Organização da Igreja;;
2511;343;;;;;;;343.101;Relações entre Igreja e Estado;;
2512;343;;;;;;;343.11;Papa. Funções do Papa. Infalibilidade. Poder temporal;;
2513;343;;;;;;;343.111;Eleição do Papa;;
2514;343;;;;;;;343.112;Cessação do papado. Morte do Papa;;
2515;343;;;;;;;343.12;Sacro Colégio;;
2516;343;;;;;;;343.121;Cardeais;;
2517;343;;;;;;;343.13;Cúria Romana;;
2518;343;;;;;;;343.131;Congregações da Cúria Romana;;
2519;343;;;;;;;343.1311;Congregação para a Doutrina da Fé. Congregação para as Igrejas Orientais;;
2520;343;;;;;;;343.1313;Congregação para o Culto Divino e a Disciplina dos Sacramentos;;
2521;343;;;;;;;343.1314;Congregação das Causas dos Santos;;
2522;343;;;;;;;343.1315;Congregação para os Bispos;;
2523;343;;;;;;;343.1316;Congregação para a Evangelização dos Povos;;
2524;343;;;;;;;343.1317;Congregação para o Clero;;
2525;343;;;;;;;343.1318;Congregação para os Institutos de Vida Consagrada e as Sociedades de Vida Apostólica;;
2526;343;;;;;;;343.1319;Congregação para a Educação Católica;;
2527;343;;;;;;;343.132;Conselhos Pontifícios;;
2528;343;;;;;;;343.1321;Pontifício Conselho para os Leigos;;
2529;343;;;;;;;343.1322;Pontifício Conselho para a Unidade dos Cristãos;;
2530;343;;;;;;;343.1323;Pontifício Conselho para a Família;;
2531;343;;;;;;;343.1324;Pontifício Conselho da Justiça e da Paz;;
2532;343;;;;;;;343.1325;Pontifício Conselho Cor Uno;;
2533;343;;;;;;;343.1326;Pontifício Conselho para a Pastoral para os Migrantes e os Etinerantes;;
2534;343;;;;;;;343.1327;Pontifício Conselho para os Agentes de Saúde;;
2535;343;;;;;;;343.1328;Pontifício Conselho para os Textos Legislativos;;
2536;343;;;;;;;343.1329;Pontifício Conselho para o Diálogo Inter-Religioso;;
2537;343;;;;;;;343.13291;Pontifício Conselho para a Cultura;;
2538;343;;;;;;;343.13292;Pontifício Conselho para as Comunicações Sociais;;
2539;343;;;;;;;343.13293;Pontifícia Comissão para os Bens Culturais da Igreja;;
2540;343;;;;;;;343.13294;Pontifícia Comissão da Arqueologia Sacra;;
2541;343;;;;;;;343.13295;Pontifícia Comissão Bíblica;;
2542;343;;;;;;;343.13296;Pontifícia Comissão Teológica Internacional;;
2543;343;;;;;;;343.13297;Pontifício Conselho de Ciência Histórica;;
2544;343;;;;;;;343.133;Tribunais da Cúria Romana (Ver também 343.6 Processo eclesiástico);;
2545;343;;;;;;;343.1331;Penitenciária Apostólica;;
2546;343;;;;;;;343.1332;Supremo Tribunal da Signatura Apostólica;;
2547;343;;;;;;;343.1333;Tribunal da Rota Romana;;
2548;343;;;;;;;343.134;Órgãos executivos;;
2549;343;;;;;;;343.1341;Chancelaria;;
2550;343;;;;;;;343.1342;Dataria;;
2551;343;;;;;;;343.1343;Câmara Apostólica;;
2552;343;;;;;;;343.1344;Secretaria de Estado;;
2553;343;;;;;;;343.135;Legados pontifícios;;
2554;343;;;;;;;343.1351;Delegados apostólicos;;
2555;343;;;;;;;343.1352;Núncios apostólicos;;
2556;343;;;;;;;343.1353;Internúncios apostólicos;;
2557;343;;;;;;;343.1354;Visitadores apostólicos;;
2558;343;;;;;;;343.14;Autoridades eclesiásticas. Hierarquia eclesiástica;;
2559;343;;;;;;;343.15;Congregações Sagradas;;
2560;343;;;;;;;343.151;Concílios. Concílios Ecumênicos. Concílios Provinciais e Plenários;;
2561;343;;;;;;;343.152;Sínodos;;
2562;343;;;;;;;343.153;Cabidos;;
2563;343;;;;;;;343.16;Divisão territorial;;
2564;343;;;;;;;343.161;Províncias eclesiásticas;;
2565;343;;;;;;;343.162;Arquidioceses. Dioceses;;
2566;343;;;;;;;343.163;Paróquias;;
2567;343;;;;;;;343.164;Prefeituras Apostólicas;;
2568;343;;;;;;;343.165;Vicariatos Apostólicos;;
2569;343;;;;;;;343.166;Missões. Quase-Paróquias;;
2570;343;;;;;;;343.17;Ordens e Congregações Religiosas. Religiones;;
2571;343;;;;;;;343.171;Ordens;;
2572;343;;;;;;;343.172;Congregações monásticas;;
2573;343;;;;;;;343.173;Congregações religiosas;;
2574;343;;;;;;;343.2;Questões gerais de Direito Canônico;;
2575;343;;;;;;;343.21;Pessoas do direito canônico;;
2576;343;;;;;;;343.211;Pessoas físicas;;
2577;343;;;;;;;343.2111;Membros da Igreja (pessoas batizadas);;
2578;343;;;;;;;343.2112;Capacidade. Idade. Suficiência mental;;
2579;343;;;;;;;343.2113;Sede jurídica. Domicílio;;
2580;343;;;;;;;343.2114;Legitimidade. Legitimação;;
2581;343;;;;;;;343.2115;Adoção;;
2582;343;;;;;;;343.2116;Consangüinidade. Afinidade;;
2583;343;;;;;;;343.212;Estado clerical;;
2584;343;;;;;;;343.213;Privilégios e obrigações do estado clerical;;
2585;343;;;;;;;343.214;Ofício eclesiástico;;
2586;343;;;;;;;343.2141;Ordinários. Metropolitanos. Bispos;;
2587;343;;;;;;;343.2142;Párocos;;
2588;343;;;;;;;343.2143;Vigários paroquiais;;
2589;343;;;;;;;343.2144;Reitores de Igrejas;;
2590;343;;;;;;;343.2145;Capelães;;
2591;343;;;;;;;343.215;Estado religioso;;
2592;343;;;;;;;343.2151;Postulantes;;
2593;343;;;;;;;343.2152;Noviciado;;
2594;343;;;;;;;343.2153;Votos religiosos. Votos solenes;;
2595;343;;;;;;;343.2154;Hábito. Vida em comunidade;;
2596;343;;;;;;;343.2155;Patrimônio pessoal. Dote das religiosas;;
2597;343;;;;;;;343.2156;Clausura;;
2598;343;;;;;;;343.2157;Perda do estado religioso;;
2599;343;;;;;;;343.22;Pessoas morais (jurídicas);;
2600;343;;;;;;;343.221;Constituição das pessoas morais;;
2601;343;;;;;;;343.222;Diversas categorias de pessoas morais;;
2602;343;;;;;;;343.224;Associações leigas;;
2603;343;;;;;;;343.2241;Ordens terceiras seculares;;
2604;343;;;;;;;343.2242;Confrarias;;
2605;343;;;;;;;343.2243;Pias uniões;;
2606;343;;;;;;;343.2244;Inscrição das associações;;
2607;343;;;;;;;343.2245;Insígnias das associações;;
2608;343;;;;;;;343.2246;Prelazias pessoais;;
2609;343;;;;;;;343.23;Atos e fatos jurídicos;;
2610;343;;;;;;;343.231;Requisitos do ato jurídico;;
2611;343;;;;;;;343.2311;Manifestação da vontade;;
2612;343;;;;;;;343.2312;Forma;;
2613;343;;;;;;;343.2313;Causa e objeto;;
2614;343;;;;;;;343.2314;Diversas espécies de atos jurídicos;;
2615;343;;;;;;;343.2315;Nulidade e anulabilidade;;
2616;343;;;;;;;343.24;Institutos especiais do Direito canônico;;
2617;343;;;;;;;343.241;Privilégios;;
2618;343;;;;;;;343.242;Dispensa;;
58;343;;;;;;;343.3;Direito das coisas. Direitos reais;;
2619;343;;;;;;;343.3;Direito das coisas. Direitos reais;;
2620;343;;;;;;;343.31;Coisas eclesiásticas;;
2621;343;;;;;;;343.32;Coisas sacras;;
2622;343;;;;;;;343.321;Liturgia;;
2623;343;;;;;;;343.322;Edifícios sagrados;;
2624;343;;;;;;;343.323;Altares e utensílios sagrados;;
2625;343;;;;;;;343.324;Consagração e bênção de coisas sacras;;
2626;343;;;;;;;343.325;Imunidade local;;
2627;343;;;;;;;343.3251;Direito de asilo;;
2628;343;;;;;;;343.326;Violação das coisas sacras;;
2629;343;;;;;;;343.3261;Reconciliação;;
2630;343;;;;;;;343.327;Execração;;
2631;343;;;;;;;343.328;Benefícios eclesiásticos;;
59;343;;;;;;;343.33;Direito de patronato;;
2632;343;;;;;;;343.33;Direito de patronato;;
2633;343;;;;;;;343.34;Rendas eclesiásticas;;
2634;343;;;;;;;343.341;Direitos de estola;;
2635;343;;;;;;;343.342;Dízimos;;
2636;343;;;;;;;343.343.;Coletas;;
2637;343;;;;;;;343.344;Direitos de chancelaria por atos administrativos e judiciais;;
2638;343;;;;;;;343.345;Impostos;;
2639;343;;;;;;;343.346;Doações;;
2640;343;;;;;;;343.347;Fundações pias;;
2641;343;;;;;;;343.348;Fidúcias;;
60;343;;;;;;;343.35;Direito funerário;;
2642;343;;;;;;;343.35;Direito funerário;;
2643;343;;;;;;;343.351;Cemitérios;;
2644;343;;;;;;;343.352;Sepulturas eclesiásticas. Direito a sepultura eclesiástica;;
2645;343;;;;;;;343.353;Funerais de religiosos e de religiosas;;
2646;343;;;;;;;343.354;Vigilância dos cemitérios;;
2647;343;;;;;;;343.36;Magistério eclesiástico;;
2648;343;;;;;;;343.361;Seminários;;
2649;343;;;;;;;343.362;Faculdades e graus acadêmicos;;
2650;343;;;;;;;343.363;Pregação;;
61;343;;;;;;;343.4;Direito Sacramental;;
2651;343;;;;;;;343.4;Direito Sacramental;;
2652;343;;;;;;;343.41;Conceitos gerais. Direito aos sacramentos;;
2653;343;;;;;;;343.42;Sacramentos que imprimem caráter;;
2654;343;;;;;;;343.421;Batismo;;
2655;343;;;;;;;343.4211;Nome cristão. Batistério. Registro do Batismo;;
2656;343;;;;;;;343.4212;Pia batismal;;
2657;343;;;;;;;343.4213;Padrinhos. Parentesco espiritual;;
2658;343;;;;;;;343.422;Confirmação. Crisma;;
2659;343;;;;;;;343.423;Ordens;;
2660;343;;;;;;;343.43;Eucaristia;;
2661;343;;;;;;;343.431;Obrigação de comungar;;
2662;343;;;;;;;343.432;Jejum eucarístico;;
2663;343;;;;;;;343.44;Penitência;;
2664;343;;;;;;;343.441;Sigilo sacramental;;
2665;343;;;;;;;343.45;Unção dos enfermos (Extrema unção);;
2666;343;;;;;;;343.46;Matrimônio;;
2667;343;;;;;;;343.461;Finalidades do matrimônio;;
2668;343;;;;;;;343.462;Consentimento;;
2669;343;;;;;;;343.4621;Vícios do consentimento;;
2670;343;;;;;;;343.463;Impedimentos canônicos;;
2671;343;;;;;;;343.464;Dispensas e convalidações;;
2672;343;;;;;;;343.465;Transcrição civil do matrimônio religioso;;
2673;343;;;;;;;343.466;Dissolução do matrimônio;;
2674;343;;;;;;;343.467;Segundas núpcias;;
62;343;;;;;;;343.5;Direito penal canônico;;
2675;343;;;;;;;343.5;Direito penal canônico;;
2676;343;;;;;;;343.51;Crimes e delitos eclesiásticos;;
2677;343;;;;;;;343.52;Penas canônicas;;
2678;343;;;;;;;343.521;Excomunhão;;
63;343;;;;;;;343.6;Direito processual canônico;;
2679;343;;;;;;;343.6;Direito processual canônico;;
2680;343;;;;;;;343.61;Tribunais eclesiásticos;;
2681;343;;;;;;;343.62;Fases do processo canônico;;
2682;343;;;;;;;343.63;Competência;;
2683;343;;;;;;;343.64;Ações e exceções;;
2684;343;;;;;;;343.65;Sentenças. Execução;;
2685;343;;;;;;;343.66;Recursos. Apelação;;
2686;343;;;;;;;343.67;Processos especiais;;
2687;343;;;;;;;343.671;Processo penal;;
2688;343;;;;;;;343.672;Causas matrimoniais;;
2689;343;;;;;;;343.673;Beatificação e canonização;;
64;343;;;;;;;343.8;Direito Eclesiástico das Igrejas Cristãs não católicas;;
2690;343;;;;;;;343.8;Direito Eclesiástico das Igrejas Cristãs não católicas;;
2691;343;;;;;;;343.81;Igreja ortodoxa oriental;;
2692;343;;;;;;;343.82;Igreja russa;;
2693;343;;;;;;;343.83;Igreja grega;;
2694;343;;;;;;;343.84;Igreja sérvia;;
2695;343;;;;;;;343.85;Igreja búlgara;;
2696;343;;;;;;;343.86;Igreja anglicana;;
2697;343;;;;;;;343.87;Igrejas evangélicas;;
2698;343;;;;;;;343.88;Igreja presbiteriana e Igreja reformada;;
2699;343;;;;;;;343.89;Igreja metodista;;
65;343;;;;;;;343.9;Direito Eclesiástico de Igrejas não-cristãs;;
2700;343;;;;;;;343.9;Direito eclesiástico de Igrejas não-cristãs;;
2701;343;;;;;;;343.91;Igreja budista;;
2702;343;;;;;;;343.92;Igreja bramanista. Igreja hinduísta;;
2703;343;;;;;;;343.93;Igreja judaica;;
2704;343;;;;;;;343.94;Igreja islâmica;;
2705;343;;;;;;;343.95;Igreja xintoísta;;
2706;344;;;;;;;344 DIREITO ROMANO;;;
2707;344;;;;;;;344.01 Conceito. Teoria. Introdução ao Estudo do Direito Romano;;;
2708;344;;;;;;;344.014 Fontes (costume, lex, plebiscito, senatusconsulto, éditos dos Magistrados, respostas dos jurisconsultos, constituições Imperiais etc.);;;
2709;344;;;;;;;344.0141 Lei das XII Tábuas;;;
2710;344;;;;;;;344.015;Compilações;;
2711;344;;;;;;;344.0151;Codex Gregorianus;;
2712;344;;;;;;;344.0152;Codex Hermogenianus;;
2713;344;;;;;;;344.0153;Codex Theodosianus;;
2714;344;;;;;;;344.0154;Lex Romana Visigothorum;;
2715;344;;;;;;;344.0155;Lex Romana Burgundiorum;;
2716;344;;;;;;;344.0156;Compilações de Justiniano. Institutas;;
2717;344;;;;;;;344.0157;Corpus luris Civilis;;
2718;344;;;;;;;344.0159;Outras compilações;;
2719;344;;;;;;;344.0937;Fases do desenvolvimento;;
2720;344;;;;;;;344.09371;Realeza (até 510 a C);;
2721;344;;;;;;;344.09372;República (510 a 27 a C);;
2722;344;;;;;;;344.09373;Império (27 a C até 284 AD);;
2723;344;;;;;;;344.09374;Período de absolutismo (284 até 565);;
2724;344;;;;;;;344.1;Parte geral;;
2725;344;;;;;;;344.11;Sujeito de direito. Capacidade jurídica;;
2726;344;;;;;;;344.111;Requisitos da personalidade;;
2727;344;;;;;;;344.1111;Liberdade (status libertatis);;
2728;344;;;;;;;344.1112;Cidadania (status civitatis);;
2729;344;;;;;;;344.1113;Família (status familiae);;
2730;344;;;;;;;344.1114;Diminuições da capacidade de direito (Capiti diminutio);;
2731;344;;;;;;;344.11141;Capiti diminutio maxima;;
2732;344;;;;;;;344.11142;Capiti diminutio media;;
2733;344;;;;;;;344.11143;Capiti diminutio minima;;
2734;344;;;;;;;344.1115;Capacidade jurídica da mulher;;
2735;344;;;;;;;344.112;Pessoas jurídicas;;
2736;344;;;;;;;344.1121;Associações (universitates personarum);;
2737;344;;;;;;;344.1122;Fundações (universitates rerum);;
2738;344;;;;;;;344.113;Aquisição e perda de direitos;;
2739;344;;;;;;;344.114;Atos e Fatos jurídicos em geral;;
2740;344;;;;;;;344.1141;Requisitos do ato jurídico;;
2741;344;;;;;;;344.11411;Manifestação da vontade;;
2742;344;;;;;;;344.11412;Forma;;
2743;344;;;;;;;344.11413;Causa e objeto;;
2744;344;;;;;;;344.11414;Diversas espécies de atos jurídicos;;
2745;344;;;;;;;344.11415;Nulidade e anulabilidade;;
2746;344;;;;;;;344.115;Atos ilícitos;;
2747;344;;;;;;;344.116;Defesa dos direitos;;
2748;344;;;;;;;344.1161;Ações;;
2749;344;;;;;;;344.11611;Actiones in rem;;
2750;344;;;;;;;344.11612;Actiones in personam;;
2751;344;;;;;;;344.11613;Actiones in rem scriptae;;
2752;344;;;;;;;344.11614;Ações mistas;;
2753;344;;;;;;;344.11615;Outras espécies de ações;;
2754;344;;;;;;;344.1162;Partes do processo (actor e reus);;
2755;344;;;;;;;344.1163;Representação judicial (procuratores e cognitores);;
2756;344;;;;;;;344.1164;Espécies de processos;;
2757;344;;;;;;;344.11641;Processo da Legis actiones;;
2758;344;;;;;;;344.11642;Processo per formulas;;
2759;344;;;;;;;344.11643;Processo extraordinário;;
67;344;;;;;;;344.2;Direito das coisas. Direitos reais;;
2760;344;;;;;;;344.2;Direito das coisas. Direitos reais;;
2761;344;;;;;;;344.21;Coisas ou bens;;
2762;344;;;;;;;344.211;Res mancipi;;
2763;344;;;;;;;344.212;Res nec mancipi;;
2764;344;;;;;;;344.213;Res immobile (imóveis);;
2765;344;;;;;;;344.214;Res mobiles (móveis);;
2766;344;;;;;;;344.215;Res se moventes (semoventes);;
2767;344;;;;;;;344.216;Coisas fungíveis;;
2768;344;;;;;;;344.217;Coisas infungíveis;;
2769;344;;;;;;;344.218;Outras divisões das coisas;;
2770;344;;;;;;;344.23;Propriedade;;
2771;344;;;;;;;344.231;Conceito;;
2772;344;;;;;;;344.232;Modos de aquisição da propriedade;;
2773;344;;;;;;;344.2321;Ocupação;;
2774;344;;;;;;;344.2322;Acessão;;
2775;344;;;;;;;344.2323;Especificação;;
2776;344;;;;;;;344.2324;Confusão e comistão;;
2777;344;;;;;;;344.2325;Aquisição originária dos frutos;;
2778;344;;;;;;;344.2326;Mancipatio e in iure cessio;;
2779;344;;;;;;;344.2327;Tradição;;
2780;344;;;;;;;344.2328;Usucapião;;
2781;344;;;;;;;344.2329;Adjudicação;;
2782;344;;;;;;;344.233;Defesa da propriedade;;
2783;344;;;;;;;344.25;Outros direitos reais além da propriedade;;
2784;344;;;;;;;344.251;Posse;;
2785;344;;;;;;;344.255;Enfiteuse;;
2786;344;;;;;;;344.256;Superfície;;
2787;344;;;;;;;344.26;Servidões;;
2788;344;;;;;;;344.261;Constituição e extinção das servidões;;
2789;344;;;;;;;344.262;Servidões prediais;;
2790;344;;;;;;;344.263;Servidões pessoais;;
2791;344;;;;;;;344.27;Direitos reais de garantia;;
68;344;;;;;;;344.4;Direito das obrigações;;
2792;344;;;;;;;344.4;Direito das obrigações;;
2793;344;;;;;;;344.401;Conceito de obrigação;;
2794;344;;;;;;;344.4014;Fonte das obrigações;;
2795;344;;;;;;;344.41;Transmissão das obrigações;;
2796;344;;;;;;;344.42;Extinção das obrigações;;
2797;344;;;;;;;344.421;Pagamento;;
2798;344;;;;;;;344.422;Renúncia;;
2799;344;;;;;;;344.423;Novação;;
2800;344;;;;;;;344.424;Delegação;;
2801;344;;;;;;;344.425;Compensação;;
2802;344;;;;;;;344.426;Outras formas de extinção das obrigações;;
2803;344;;;;;;;344.43;Inadimplemento das obrigações;;
2804;344;;;;;;;344.44;Garantias das obrigações;;
2805;344;;;;;;;344.45;Contratos;;
2806;344;;;;;;;344.451;Contratos reais;;
2807;344;;;;;;;344.4511;Fidúcia;;
2808;344;;;;;;;344.4512;Mútuo;;
2809;344;;;;;;;344.4513;Comodato;;
2810;344;;;;;;;344.4514;Depósito;;
2811;344;;;;;;;344.4515;Penhor;;
2812;344;;;;;;;344.452;Contratos verbais;;
2813;344;;;;;;;344.453;Contratos literais;;
2814;344;;;;;;;344.454;Contratos consensuais;;
2815;344;;;;;;;344.4541;Compra e venda;;
2816;344;;;;;;;344.4542;Locação;;
2817;344;;;;;;;344.4543;Sociedade;;
2818;344;;;;;;;344.4544;Mandato;;
2819;344;;;;;;;344.455;Contratos inominados;;
2820;344;;;;;;;344.4551;Troca;;
2821;344;;;;;;;344.4552;Aestimatum;;
2822;344;;;;;;;344.4553;Transação;;
2823;344;;;;;;;344.4554;Precário;;
2824;344;;;;;;;344.456;Pacto;;
2825;344;;;;;;;344.5;Outras fontes de obrigações;;
2826;344;;;;;;;344.51;Quase-contratos;;
2827;344;;;;;;;344.52;Delitos;;
2828;344;;;;;;;344.53;Quase-delitos;;
69;344;;;;;;;344.6;Direito de família;;
2829;344;;;;;;;344.6;Direito de família;;
2830;344;;;;;;;344.61;Família;;
2831;344;;;;;;;344.611;Constituição;;
2832;344;;;;;;;344.612;Parentesco. Agnação. Cognação;;
2833;344;;;;;;;344.613;Paterfamilias. Poder do Paterfamilias;;
2834;344;;;;;;;344.62;Matrimônio;;
2835;344;;;;;;;344.621;Esponsais;;
2836;344;;;;;;;344.622;Matrimônio legítimo;;
2837;344;;;;;;;344.6221;Requisitos;;
2838;344;;;;;;;344.6222;Impedimentos;;
2839;344;;;;;;;344.6223;Dissolução do matrimônio;;
2840;344;;;;;;;344.62231;Morte de um dos cônjuges;;
2841;344;;;;;;;344.62232;Desaparecimento do connubium;;
2842;344;;;;;;;344.62233;Superveniência de impedimento;;
2843;344;;;;;;;344.62234;Divórcio;;
2844;344;;;;;;;344.623;Concubinato;;
2845;344;;;;;;;344.63;Filiação. Entrada na família;;
2846;344;;;;;;;344.631;Filiação legítima;;
2847;344;;;;;;;344.632;Filiação natural;;
2848;344;;;;;;;344.633;Adoção;;
2849;344;;;;;;;344.634;Ad-rogação;;
2850;344;;;;;;;344.635;Conventio in manum;;
2851;344;;;;;;;344.6351;Confarreatio;;
2852;344;;;;;;;344.6352;Coemptio;;
2853;344;;;;;;;344.6353;Usus. Usurpatio trinoctii;;
2854;344;;;;;;;344.64;Tutela;;
2855;344;;;;;;;344.65;Curatela;;
2856;344;;;;;;;344.66;Regime patrimonial da família;;
2857;344;;;;;;;344.661;Unidade da propriedade sob o paterfamilias;;
2858;344;;;;;;;344.662;Pecúlios;;
2859;344;;;;;;;344.663;Dote;;
2860;344;;;;;;;344.664;Doação ante nuptias;;
70;344;;;;;;;344.7;Direito das sucessões;;
2861;344;;;;;;;344.7;Direito das sucessões;;
2862;344;;;;;;;344.71;Sucessão testamentária;;
2863;344;;;;;;;344.711;Testamento. Diversas formas de testamento;;
2864;344;;;;;;;344.712;Codicilo;;
2865;344;;;;;;;344.713;Abertura do testamento;;
2866;344;;;;;;;344.714;Instituição do herdeiro;;
2867;344;;;;;;;344.7141;Substituição;;
2868;344;;;;;;;344.7142;Nulidade do testamento;;
2869;344;;;;;;;344.7143;Revogação do testamento;;
2870;344;;;;;;;344.72;Sucessão ab intestato;;
2871;344;;;;;;;344.73;Deserdação;;
2872;344;;;;;;;344.74;Aquisição da herança;;
2873;344;;;;;;;344.741;Direitos e obrigações dos herdeiros;;
2874;344;;;;;;;344.75;Repúdio da herança;;
2875;344;;;;;;;344.76;Herança jacente;;
2876;344;;;;;;;344.77;Herança vacante;;
2877;344;;;;;;;344.78;Legados;;
2878;344;;;;;;;344.79;Fideicomissos;;
